Words
⑤ お母さん 【おかあさん】 • mother
"⑤ こんな • such (about something/someone close to the speaker (including the speaker), or about ideas expressed by the speaker), like this"
"⑤ さん • ① Mr, Mrs, Miss or Ms ② honorific used with occupational titles"
"⑤ じゃあ • ① then, well, so, well then ② combination of 'de' and 'wa' particles ③ plain copula"
"⑤ そんな • such (about the actions of the listener, or about ideas expressed or understood by the listener), like that, that sort of"
"⑤ でも • ① but, however, still, yet, although, even though ② even, even if ③ or something"
"⑤ どうも • ① thanks ② much (thanks), very (sorry), quite (regret) ③ quite, really ④ somehow ⑤ no matter how hard one may try ⑥ greetings, hello, goodbye"
"⑤ どんな • what, what kind of"
"⑤ もう • ① already, anymore ② soon, shortly ③ more, further, other, again ④ interjection used to strengthen expression of an emotion (often exasperation)"
"⑤ もっと • (some) more, even more, longer, further"
"⑤ ゆっくり • slowly, at ease, restful"
"⑤ より • ① from, out of, since, at ② than ③ other than, except, but ④ more"
"⑤ アパート • ① apartment building, apartment block, apartment house ② apartment"
"⑤ エレベーター • elevator, lift"
⑤ カップ • cup
⑤ カメラ • camera
⑤ クラス • class
"⑤ コート • ① coat ② court (i.e. tennis, basketball, etc.)"
"⑤ シャツ • shirt, singlet"
⑤ スカート • skirt
⑤ スプーン • spoon
"⑤ スポーツ • sport, sports"
⑤ ズボン • trousers
"⑤ セーター • sweater, jumper"
⑤ タクシー • taxi
⑤ テーブル • table
"⑤ テレビ • television, TV"
⑤ ドア • door (Western-style)
⑤ ニュース • news
"⑤ ネクタイ • tie, necktie"
⑤ ハンカチ • handkerchief
⑤ バター • butter
"⑤ パン • ① bread, pastries (e.g. croissants), pastry-based products ② pan, frying pan ③ panning (in a film)"
⑤ フィルム • film
"⑤ フォーク • ① fork ② folk, folk song ③ hawk"
⑤ プール • ① (swimming) pool ② pool (billiards) ③ pool (together)
⑤ ベッド • bed
⑤ ホテル • hotel
⑤ ボールペン • ball-point pen
⑤ ポケット • pocket
"⑤ マッチ • ① match (contest, lighting fires. etc.) ② to match with, to go well with"
"⑤ メートル • metre, meter, meter (i.e., a gauge), gauge"
⑤ ラジオ • radio
⑤ レストラン • restaurant (esp. Western-style)
"⑤ 一 【いち】 • ① one ② best in, the most (...) in (where an adjective follows)"
"⑤ 飲む 【のむ】 • ① to drink, to gulp, to swallow ② to smoke (tobacco) ③ to engulf, to overwhelm ④ to keep down, to suppress ⑤ to accept (e.g. demand, condition) ⑥ to make light of, to conceal"
"⑤ 右 【みぎ】 • ① right, right hand side ② afore-mentioned (esp. in vertical Japanese writing), foregoing, forgoing, above"
⑤ 雨 【あめ】 • rain
⑤ 駅 【えき】 • station
"⑤ 円 【えん】 • ① Yen, money ② circle"
"⑤ 下 【した】 • ① below, down, under ② bottom ③ beneath, underneath ④ just after, right after ⑤ inferiority, one's inferior (i.e. one's junior), younger (e.g. of siblings) ⑥ trade-in ⑦ preliminary, preparatory"
"⑤ 下手 【へた】 • ① unskillful, poor, awkward ② imprudent, untactful"
"⑤ 会社 【かいしゃ】 • ① company, corporation ② workplace"
"⑤ 外 【そと】 • ① outside, exterior ② open air ③ other place"
⑤ 外国 【がいこく】 • foreign country
⑤ 学校 【がっこう】 • school
⑤ 学生 【がくせい】 • student (esp. a university student)
"⑤ 休み 【やすみ】 • ① rest, recess, respite ② vacation, holiday, absence, suspension ③ dormancy (of a silkworm prior to moulting)"
"⑤ 休む 【やすむ】 • ① to be absent, to take a day off ② to rest, to have a break ③ to go to bed, to (lie down to) sleep, to turn in, to retire ④ to stop doing some ongoing activity for a time, to suspend business"
"⑤ 見せる 【みせる】 • to show, to display"
"⑤ 見る 【みる】 • ① to see, to look, to watch, to view, to observe ② to look over, to look on, to assess, to examine, to judge ③ to look after, to keep an eye on, to take care of ④ to view (e.g. flowers, movie) ⑤ (usu. after the -te form of a verb) to try"
"⑤ 古い 【ふるい】 • old (not person), aged, ancient, antiquated, stale, threadbare, outmoded, obsolete article"
⑤ 五 【ご】 • five
"⑤ 午後 【ごご】 • afternoon, p.m."
"⑤ 午前 【ごぜん】 • morning, a.m."
"⑤ 後ろ 【うしろ】 • back, behind, rear"
"⑤ 口 【くち】 • ① mouth ② opening, hole, gap, orifice ③ mouth (of a bottle), spout, nozzle, mouthpiece ④ gate, door, entrance, exit ⑤ speaking, speech, talk (i.e. gossip) ⑥ taste, palate ⑦ mouth (to feed) ⑧ opening (i.e. vacancy), available position ⑨ invitation, summons ⑩ kind, sort, type ⑪ opening (i.e. beginning) ⑫ counter for mouthfuls, shares (of money), and swords"
"⑤ 高い 【たかい】 • ① high, tall ② expensive"
"⑤ 今 【いま】 • now, the present time, just now, soon, immediately, (one) more"
"⑤ 左 【ひだり】 • left, left hand side"
⑤ 三つ 【みっつ】 • three
"⑤ 山 【やま】 • ① mountain ② pile, heap ③ climax, critical point ④ speculated area covered by an examination"
⑤ 時間 【じかん】 • ① time ② hours
"⑤ 耳 【みみ】 • ① ear ② hearing ③ edge, crust ④ selvedge (non-fray machined edge of fabrics), selvage"
⑤ 七 【なな】 • seven
"⑤ 車 【くるま】 • ① car, automobile, vehicle ② wheel"
"⑤ 手 【て】 • ① hand, arm ② handle ③ hand, worker, help ④ trouble, care, effort ⑤ means, way, trick, move, technique, workmanship ⑥ hand, handwriting ⑦ kind, type, sort ⑧ one's hands, one's possession ⑨ ability to cope ⑩ hand (of cards) ⑪ direction"
"⑤ 週間 【しゅうかん】 • week, weekly"
"⑤ 出す 【だす】 • ① to take out, to get out ② to put out, to reveal, to show ③ to submit (e.g. thesis), to turn in ④ to publish, to make public ⑤ to send (e.g. letter) ⑥ to produce (a sound), to start (fire) ⑦ to serve (food) ⑧ to begin"
"⑤ 出る 【でる】 • ① to go out, to exit, to leave ② to appear, to come forth, to be published ③ to answer (the phone or door)"
"⑤ 出口 【でぐち】 • exit, gateway, way out, outlet, leak, vent"
⑤ 書く 【かく】 • to write
⑤ 女 【おんな】 • woman
⑤ 女の子 【おんなのこ】 • girl
"⑤ 小さい 【ちいさい】 • small, little, tiny"
"⑤ 少し 【すこし】 • ① small quantity, little, few, something ② little while ③ short distance"
"⑤ 上 【うえ】 • ① above, up, over ② top, summit ③ surface, on ④ before, previous ⑤ superiority, one's superior (i.e. one's elder) ⑥ on top of that, besides, what's more ⑦ upon (further inspection, etc.), based on (and occurring after) ⑧ matters concerning..., as concerns ... ⑨ since (i.e. ""for that reason"") ⑩ suffix indicating higher social standing"
"⑤ 上げる 【あげる】 • ① to raise, to elevate ② to do up (one's hair) ③ to fly (a kite, etc.), to launch (fireworks, etc.), to surface (a submarine, etc.) ④ to land (a boat) ⑤ to show someone (into a room) ⑥ (uk) to summon (for geishas, etc.) ⑦ to send someone (away) ⑧ to enrol (one's child in school) (enroll) ⑨ to increase (price, quality, status, etc.) ⑩ to make (a loud sound), to raise (one's voice) ⑪ to earn (something desirable) ⑫ to praise ⑬ to give (an example, etc.), to cite ⑭ to summon up (all of one's energy, etc.) ⑮ to arrest ⑯ to nominate ⑰ to give ⑱ to offer up (incense, a prayer, etc.) to the gods (or Buddha, etc.) ⑲ to bear (a child) ⑳ to conduct (a ceremony, esp. a wedding) ○ (of the tide) to come in ○ to vomit ○ (after the -te form of a verb) to do for (the sake of someone else) ○ (after the -masu stem of a verb) to complete ○ used after the -masu stem of a humble verb to increase the level of humility"
"⑤ 上手 【じょうず】 • ① skill, skillful, dexterity ② flattery"
⑤ 食べる 【たべる】 • to eat
⑤ 新聞 【しんぶん】 • newspaper
"⑤ 人 【じん】 • ① -ian (e.g. Italian, etc.) (attaches to name of country to denote nationality), -er (e.g. performer, etc.) (attaches to name of occupation) ② (usu. in compound words) man, person, people"
"⑤ 水 【みず】 • water (cold, fresh)"
⑤ 生まれる 【うまれる】 • to be born
"⑤ 先 【さき】 • ① previous, prior, former, some time ago, preceding ② point (e.g. pencil), tip, end, nozzle ③ head (of a line), front ④ ahead, the other side ⑤ the future, hereafter ⑥ destination ⑦ the other party"
"⑤ 先生 【せんせい】 • ① teacher, master, doctor ② with names of teachers, etc. as an honorific"
"⑤ 千 【せん】 • 1,000, thousand"
"⑤ 前 【まえ】 • ① ago, before (some event), previously, (minutes) to (the hour) ② in front (of), before (e.g. the house) ③ head (of a line), front (e.g. of a bus), fore part ④ in the presence of ⑤ helping, portion ⑥ privates, private parts"
⑤ 足 【あし】 • ① foot ② leg ③ gait ④ pace
"⑤ 大学 【だいがく】 • ① post-secondary education institution, incl. university, college, etc. ② the Great Learning - one of the Four Books"
⑤ 大人 【おとな】 • adult
⑤ 男 【おとこ】 • man
"⑤ 中 【なか】 • ① inside, in ② among, within ③ center (centre), middle ④ during, while"
"⑤ 長い 【ながい】 • ① long (distance) ② long (time), lengthy"
⑤ 電車 【でんしゃ】 • (electric) train
⑤ 電話 【でんわ】 • telephone
"⑤ 道 【みち】 • ① road, street, way, path, course, route, lane ② distance, ways (e.g. ""a long ways"") ③ the way (of proper conduct, etc.), one's way, morals ④ teachings (esp. Confucian or Buddhist), dogma ⑤ field (of medicine, etc.), subject ⑥ way, method, means"
⑤ 読む 【よむ】 • to read
⑤ 二 【に】 • two
⑤ 二つ 【ふたつ】 • two
"⑤ 入る 【はいる】 • ① to enter ② to break into ③ to join, to enroll ④ to contain, to hold, to accommodate ⑤ to have (an income of)"
"⑤ 入れる 【いれる】 • ① to put in, to let in, to take in, to bring in, to insert, to set (a jewel, etc.) ② to admit, to accept, to employ, to hire ③ to accept, to comply, to grant, to adopt (a policy, etc.), to take (advice, etc.), to listen to, to pay attention to ④ to include ⑤ to pay (one's rent, etc.) ⑥ to cast (a vote) ⑦ to make (tea, coffee, etc.) ⑧ to turn on (a switch, etc.) ⑨ to send (a fax), to call"
"⑤ 買う 【かう】 • ① to buy ② to value, to have a high opinion ③ to stir, to provoke"
"⑤ 白 【しろ】 • ① white ② good guy, 'white hat'"
⑤ 白い 【しろい】 • white
"⑤ 半 【はん】 • half, semi-"
⑤ 半分 【はんぶん】 • half
"⑤ 百 【ひゃく】 • 100, hundred"
⑤ 分 【ふん】 • minute
"⑤ 本 【ほん】 • ① book, volume ② main, head, this, our, present, real ③ counter for long cylindrical things"
⑤ 毎日 【まいにち】 • every day
"⑤ 名前 【なまえ】 • ① name, full name ② given name, first name"
"⑤ 木 【き】 • tree, wood, timber"
"⑤ 来る 【くる】 • ① to come (spatially or temporally), to approach, to arrive ② to come back, to do ... and come back ③ to come to be, to become, to get, to grow, to continue ④ to come from, to be caused by, to derive from ⑤ to come to (i.e. ""when it comes to spinach ..."")"
⑤ 話す 【はなす】 • to speak
⑤ 何 【なに】 • ① what ② how many (some counter)
⑤ 九 【きゅう】 • nine
"⑤ 行く 【いく】 • ① to go ② to proceed, to take place ③ to die, to pass away ④ to continue"
"⑤ 今日 【きょう】 • today, this day"
⑤ 三 【さん】 • three
⑤ 四 【よん】 • four
"⑤ 十 【じゅう】 • 10, ten"
"⑤ 人 【ひと】 • ① man, person ② human being, mankind, people ③ character, personality ④ man of talent, true man ⑤ other people ⑥ adult"
"⑤ 店 【みせ】 • store, shop, establishment"
⑤ 八 【はち】 • eight
⑤ 六 【ろく】 • six
⑤ 言う 【いう】 • ① to say ② to call (i.e. to give a name)
"⑤ 大きい 【おおきい】 • big, large, great, loud"
"⑤ 聞く 【きく】 • ① to hear ② to listen (e.g. to music) ③ to ask, to enquire, to query"
"⑤ 国 【くに】 • ① country, (the) state ② region ③ home (i.e. hometown, home country)"
"⑤ 立つ 【たつ】 • ① to stand, to rise, to stand up ② to find oneself (e.g. in a difficult position) ③ to depart (on a plane, train, etc.)"
"⑤ 出かける 【でかける】 • to depart, to go out (e.g. on an excursion or outing), to set out, to start, to be going out"
"⑤ 時々 【ときどき】 • sometimes, at times"
"⑤ 話 【はなし】 • ① talk, speech, chat, story, conversation ② discussions, negotiation, argument"
"⑤ 目 【め】 • ① eye, eyeball ② eyesight ③ look ④ experience ⑤ viewpoint ⑥ ordinal number suffix ⑦ somewhat, -ish"
"⑤ 時 【じ】 • ① hour, o'clock ② (specified) time, when ..., during ..."
⑤ 日 【にち】 • ① Sunday ② day (of the month) ③ counter for days
⑤ 年 【ねん】 • ① year (e.g. AD) ② counter for years
⑤ いる • auxillary verb for continuing action or state
⑤ 人 【にん】 • ① counter for people ② (usu. in compound words) person
"⑤ 悪い 【わるい】 • ① bad, poor, inferior ② evil, sinful ③ unprofitable, unbeneficial ④ at fault, to blame, in the wrong ⑤ sorry"
"⑤ 暗い 【くらい】 • ① dark, gloomy ② dark (in colour), dull ③ depressed, dispirited ④ sorrowful, bitter (as in a dark past) ⑤ unclear, unfamiliar, unknown"
"⑤ 意味 【いみ】 • meaning, significance"
"⑤ 引く 【ひく】 • ① to pull ② to draw (attention, etc.), to attract (interest, etc.) ③ to draw back ④ to draw (a card) ⑤ to draw (plan, line, etc.) ⑥ to catch (cold) ⑦ to play (string instr.) ⑧ to look up (e.g. dictionary), to consult ⑨ to haul, to pull (vehicles) ⑩ to subtract ⑪ to ebb, to fade ⑫ to descend (from), to inherit (a characteristic) ⑬ to quote, to raise (as evidence) ⑭ to lay (a cable), to draw (a cable)"
"⑤ 映画 【えいが】 • movie, film"
⑤ 英語 【えいご】 • English (language)
"⑤ 遠い 【とおい】 • far, distant"
"⑤ 音楽 【おんがく】 • music, musical movement"
⑤ 夏 【なつ】 • summer
"⑤ 夏休み 【なつやすみ】 • summer vacation, summer holiday"
"⑤ 家 【いえ】 • ① house, residence, dwelling ② family, household ③ lineage, family name"
"⑤ 会う 【あう】 • ① to meet, to encounter ② to have an accident, to have a bad experience"
⑤ 回 【かい】 • ① counter for occurrences ② counter for innings (baseball)
"⑤ 開ける 【あける】 • ① to open (a door, etc.), to unwrap (e.g. parcel, package) ② to open (for business, etc.)"
"⑤ 漢字 【かんじ】 • Chinese characters, kanji"
⑤ 顔 【かお】 • face (person)
"⑤ 帰る 【かえる】 • ① to return, to come home, to go home, to go back ② (of a guest, customer, etc.) to leave ③ (of a baseball player rounding the bases) to get home"
"⑤ 起きる 【おきる】 • ① to get up, to rise ② to wake up ③ to occur (usu. of unfavourable incidents), to happen, to take place"
"⑤ 強い 【つよい】 • ① strong, powerful, mighty, potent ② resistant, resilient, durable"
"⑤ 教える 【おしえる】 • to teach, to inform, to instruct"
⑤ 教室 【きょうしつ】 • classroom
"⑤ 近い 【ちかい】 • near, close, short (distance)"
"⑤ 近く 【ちかく】 • ① near, neighbourhood, neighborhood, vicinity ② nearly (i.e. ""it took nearly one year""), close to ③ shortly, soon"
"⑤ 兄弟 【きょうだい】 • siblings, brothers and sisters"
"⑤ 軽い 【かるい】 • ① light (i.e. not heavy), feeling light (i.e. offering little resistance, moving easily) ② light (i.e. of foot), nimble, agile ③ non-serious, minor, unimportant, trivial ④ slight, small, gentle, soft ⑤ easy, simple ⑥ indiscriminate"
⑤ 月 【つき】 • ① moon ② month
⑤ 建物 【たてもの】 • building
"⑤ 元気 【げんき】 • health(y), robust, vigor, vigour, energy, vitality, vim, stamina, spirit, courage, pep"
"⑤ 好き 【すき】 • liking, fondness, love"
"⑤ 広い 【ひろい】 • spacious, vast, wide"
"⑤ 考える 【かんがえる】 • to consider, to think about"
"⑤ 黒 【くろ】 • ① black ② dark ③ bad guy, 'black hat'"
"⑤ 黒い 【くろい】 • ① black ② dark ③ illicit, wicked, underground"
"⑤ 作文 【さくぶん】 • ① writing (an essay, prose, etc.), composition ② formal writing with little real meaning"
"⑤ 仕事 【しごと】 • ① work, job, business, occupation, employment, vocation, task ② work"
"⑤ 使う 【つかう】 • ① to use (a thing, method, etc.), to make use of, to put to use ② to use (a person, animal, puppet, etc.), to employ, to handle, to manage, to manipulate ③ to use (time, money, etc.), to spend, to consume ④ to use (language), to speak ⑤ to take (one's lunch), to circulate (bad money)"
⑤ 始まる 【はじまる】 • to begin
"⑤ 止まる 【とまる】 • ① to stop, to halt ② to remain, to abide, to stay (in the one place) ③ to come to a halt ④ to be limited to"
⑤ 死ぬ 【しぬ】 • to die
"⑤ 私 【わたし】 • ① I, me ② private affairs, personal matter, secrecy ③ selfishness"
"⑤ 持つ 【もつ】 • ① to hold, to carry ② to possess"
"⑤ 時計 【とけい】 • watch, clock, timepiece"
⑤ 自動車 【じどうしゃ】 • automobile
"⑤ 自分 【じぶん】 • ① myself, yourself, oneself, himself, herself ② I, me"
"⑤ 質問 【しつもん】 • question, inquiry, enquiry"
"⑤ 写真 【しゃしん】 • ① photograph, photo ② movie"
"⑤ 借りる 【かりる】 • ① to borrow, to have a loan ② to rent, to hire"
"⑤ 弱い 【よわい】 • weak, frail, delicate, tender, unskilled, weak (wine)"
⑤ 手紙 【てがみ】 • letter
"⑤ 住む 【すむ】 • to live (of humans), to reside, to inhabit, to dwell, to abide"
"⑤ 重い 【おもい】 • ① heavy, massive ② serious, important, severe, oppressed"
"⑤ 少ない 【すくない】 • few, a little, scarce, insufficient, seldom"
"⑤ 乗る 【のる】 • ① to get on, to ride in, to board, to mount, to get up on ② to spread (paints), to be taken in ③ to share in, to join, to feel like doing, to be mentioned in, to be in harmony with ④ to appear (in print), to be recorded, to be found in (a dictionary)"
"⑤ 色 【いろ】 • ① colour, color ② complexion ③ appearance, look ④ love, lust, sensuality, love affair, lover ⑤ kind, type, variety"
⑤ 新しい 【あたらしい】 • new
⑤ 声 【こえ】 • voice
