1901 Entries,Remarks
"③ 相 • あい-, ショウ, ソウ • inter-, mutual, together, each other, minister of state, councillor, aspect, phase, physiognomy",
"③ 草 • -ぐさ, くさ-, くさ, ソウ • grass, weeds, herbs, pasture, write, draft",
"③ 退 • ど.く, の.ける, の.く, ひ.く, しりぞ.ける, しりぞ.く, タイ • retreat, withdraw, retire, resign, repel, expel, reject",
"③ 単 • ひとえ, タン • simple, one, single, merely",
"③ 炭 • すみ, タン • charcoal, coal",
"③ 柱 • はしら, チュウ • pillar, post, cylinder, support",
"③ 追 • お.う, ツイ • chase, drive away, follow, pursue, meanwhile",
"③ 点 • ぼち, とも.す, とぼ.す, さ.す, た.てる, つ.く, つ.ける, テン • spot, point, mark, speck, decimal point",
"③ 畑 • -ばたけ, はたけ, はた • farm, field, garden, one's specialty, (kokuji)",
"③ 飛 • -と.ばす, と.ばす, と.ぶ, ヒ • fly, skip (pages), scatter",
"③ 美 • うつく.しい, ミ, ビ • beauty, beautiful",
③ 秒 • ビョウ • second (1/60 minute),
"③ 負 • お.う, ま.かす, ま.ける, フ • defeat, negative, -, minus, bear, owe, assume a responsibility",
"③ 迷 • まよ.う, メイ • astray, be perplexed, in doubt, lost, err, illusion",
"③ 面 • つら, おもて, おも, ベン, メン • mask, face, features, surface",
"③ 荷 • に, カ • baggage, shoulder-pole load, bear (a burden), shoulder (a gun), load, cargo, freight",
"③ 記 • しる.す, キ • scribe, account, narrative",
"③ 原 • はら, ゲン • meadow, original, primitive, field, plain, prairie, tundra, wilderness",
"③ 庫 • くら, ク, コ • warehouse, storehouse",
"③ 校 • キョウ, コウ • exam, school, printing, proof, correction",
"③ 根 • -ね, ね, コン • root, radical, head (pimple)",
"③ 残 • のこ.り, そこな.う, のこ.す, のこ.る, サン, ザン • remainder, leftover, balance",
"③ 紙 • かみ, シ • paper",
"③ 弱 • よわ.める, よわ.まる, よわ.る, よわ.い, ジャク • weak, frail",
"③ 酒 • さか-, さけ, シュ • sake, alcohol",
"③ 消 • け.す, き.える, ショウ • extinguish, blow out, turn off, neutralize, cancel",
"③ 息 • いき, ソク • breath, respiration, son, interest (on money)",
"③ 速 • すみ.やか, はや.める, はや-, はや.い, ソク • quick, fast",
"③ 帯 • おび, お.びる, タイ • sash, belt, obi, zone, region",
"③ 通 • かよ.う, -どお.し, とお.し, とお.す, -どお.り, -とお.り, とお.り, とお.る, ツ, ツウ • traffic, pass through, avenue, commute, counter for letters, notes, documents, etc.",
"③ 庭 • にわ, テイ • courtyard, garden, yard",
"③ 島 • しま, トウ • island",
"③ 能 • よ.く, ノウ • ability, talent, skill, capacity",
"③ 馬 • ま, うま-, うま, バ • horse",
"③ 配 • くば.る, ハイ • distribute, spouse, exile, rationing",
"③ 倍 • バイ • double, twice, times, fold",
"③ 流 • -なが.す, なが.す, なが.れ, なが.れる, ル, リュウ • current, a sink, flow, forfeit",
"③ 留 • るうぶる, とど.まる, とど.める, と.まる, と.める, ル, リュウ • detain, fasten, halt, stop",
"③ 黄 • こ-, き, オウ, コウ • yellow",
"③ 球 • たま, キュウ • ball, sphere",
"③ 教 • おそ.わる, おし.える, キョウ • teach, faith, doctrine",
"③ 混 • こ.む, ま.ぜる, ま.ざる, -ま.じり, ま.じる, コン • mix, blend, confuse",
"③ 祭 • まつり, まつ.り, まつ.る, サイ • ritual, offer prayers, celebrate, deify, enshrine, worship",
"③ 細 • こま.かい, こま.か, ほそ.る, ほそ.い, サイ • dainty, get thin, taper, slender, narrow",
"③ 終 • つい.に, つい, お.える, おわ.る, -お.わる, お.わる, シュウ • end, finish",
"③ 宿 • やど.す, やど.る, やど, シュク • inn, lodging, relay station, dwell, lodge, be pregnant, home, dwelling",
"③ 術 • すべ, ジュツ • art, technique, skill, means, trick, resources, magic",
"③ 商 • あきな.う, ショウ • make a deal, selling, dealing in, merchant",
"③ 章 • ショウ • badge, chapter, composition, poem, design",
"③ 常 • とこ-, つね, ジョウ • usual, ordinary, normal, regular",
"③ 情 • なさ.け, セイ, ジョウ • feelings, emotion, passion, sympathy, circumstances, facts",
"③ 深 • み-, ふか.める, ふか.まる, -ぶか.い, ふか.い, シン • deep, heighten, intensify, strengthen",
"③ 進 • すす.める, すす.む, シン • advance, proceed, progress, promote",
"③ 清 • きよ.める, きよ.まる, きよ.い, シン, ショウ, セイ • pure, purify, cleanse, exorcise, Manchu dynasty",
"③ 雪 • ゆき, セツ • snow",
"③ 船 • ふな-, ふね, セン • ship, boat",
"③ 組 • -ぐみ, くみ, く.む, ソ • association, braid, plait, construct, assemble, unite, cooperate, grapple",
"③ 側 • そば, がわ, かわ, ソク • side, lean, oppose, regret",
"③ 断 • さだ.める, ことわ.る, た.つ, ダン • severance, decline, refuse, apologize, warn, dismiss, prohibit, decision, judgement, cutting",
"③ 都 • みやこ, ツ, ト • metropolis, capital",
"③ 堂 • ドウ • public chamber, hall",
"③ 部 • -べ, ブ • section, bureau, dept, class, copy, part, portion, counter for copies of a newspaper or magazine",
"③ 望 • もち, のぞ.む, モウ, ボウ • ambition, full moon, hope, desire, aspire to, expect",
"③ 雲 • -ぐも, くも, ウン • cloud",
"③ 営 • いとな.み, いとな.む, エイ • occupation, camp, perform, build, conduct (business)",
"③ 温 • ぬく, あたた.める, あたた.まる, あたた.かい, あたた.か, オン • warm",
"③ 絵 • エ, カイ • picture, drawing, painting, sketch",
"③ 階 • きざはし, カイ • storey, stair, counter for storeys of a building",
"③ 寒 • さむ.い, カン • cold",
"③ 期 • ゴ, キ • period, time, date, term",
"③ 勤 • いそ.しむ, つと.まる, -づと.め, つと.める, ゴン, キン • diligence, become employed, serve",
"③ 軽 • かろ.んじる, かろ.やか, かる.い, ケイ • lightly, trifling, unimportant",
"③ 検 • しら.べる, ケン • examination, investigate",
"③ 湖 • みずうみ, コ • lake",
"③ 港 • みなと, コウ • harbor",
"③ 歯 • よわい.する, よわ.い, は, よわい, シ • tooth, cog",
"③ 集 • つど.う, あつ.める, あつ.まる, シュウ • gather, meet, congregate, swarm, flock",
"③ 勝 • かつ, すぐ.れる, まさ.る, -が.ち, か.つ, ショウ • victory, win, prevail, excel",
"③ 焼 • や.ける, -や.き, や.き-, や.き, や.く, ショウ • bake, burning",
"③ 植 • う.わる, う.える, ショク • plant",
"③ 森 • もり, シン • forest, woods",
"③ 晴 • は.らす, -ば.れ, は.れ-, は.れ, は.れる, セイ • clear up",
"③ 然 • さ, しか.し, しか.り, しか, ネン, ゼン • sort of thing, so, if so, in that case, well",
"③ 短 • みじか.い, タン • short, brevity, fault, defect, weak point",
"③ 登 • あ.がる, のぼ.る, チョウ, ショウ, ドウ, ト, トウ • ascend, climb up",
"③ 湯 • ゆ, トウ • hot water, bath, hot spring",
"③ 等 • -ら, など, ひと.しい, トウ • etc., and so forth, class (first), quality, equal, similar",
"③ 童 • わらべ, ドウ • juvenile, child",
"③ 番 • つが.い, バン • turn, number in a series",
"③ 悲 • かな.しむ, かな.しい, ヒ • jail cell, grieve, sad, deplore, regret",
"③ 費 • つい.える, つい.やす, ヒ • expense, cost, spend, consume, waste",
"③ 筆 • ふで, ヒツ • writing brush, writing, painting brush, handwriting",
"③ 貿 • ボウ • trade, exchange",
"③ 満 • み.たす, み.つ, み.ちる, バン, マン • full, enough, pride, satisfy",
"③ 無 • な.い, ブ, ム • nothingness, none, ain't, nothing, nil, not",
"③ 遊 • あそ.ばす, あそ.ぶ, ユ, ユウ • play",
"③ 葉 • は, ヨウ • leaf, plane, lobe, needle, blade, spear, counter for flat things, fragment, piece",
"③ 陽 • ひ, ヨウ • sunshine, yang principle, positive, male, heaven, daytime",
"③ 落 • お.とす, お.ち, お.ちる, ラク • fall, drop, come down",
"③ 量 • はか.る, リョウ • quantity, measure, weight, amount, consider, estimate, surmise",
"③ 暗 • くれ.る, くら.む, くら.い, アン • darkness, disappear, shade, informal, grow dark, be blinded",
"③ 園 • その, エン • park, garden, yard, farm",
"③ 遠 • とお.い, オン, エン • distant, far",
"③ 感 • カン • emotion, feeling, sensation",
"③ 禁 • キン • prohibition, ban, forbid",
"③ 試 • ため.す, こころ.みる, シ • test, try, attempt, experiment, ordeal",
"③ 準 • みずもり, ひと.しい, のり, なぞら.える, じゅん.ずる, じゅん.じる, ジュン • semi-, correspond to, proportionate to, conform, imitate",
"③ 新 • にい-, あら-, あら.た, あたら.しい, シン • new",
"③ 数 • わずらわ.しい, せ.める, しばしば, かぞ.える, かず, シュ, ソク, サク, ス, スウ • number, strength, fate, law, figures",
"③ 勢 • はずみ, いきお.い, ゼイ, セイ • forces, energy, military strength",
"③ 想 • おも.う, ソ, ソウ • concept, think, idea, thought",
"③ 鉄 • くろがね, テツ • iron",
"③ 農 • ノウ • agriculture, farmers",
"③ 福 • フク • blessing, fortune, luck, wealth",
"③ 路 • みち, -じ, ル, ロ • path, route, road, distance",
"③ 語 • かた.らう, かた.る, ゴ • word, speech, language",
"③ 算 • そろ, サン • calculate, divining, number, abacus, probability",
"③ 製 • セイ • made in..., manufacture",
"③ 鼻 • はな, ビ • nose, snout",
"③ 鳴 • な.らす, な.る, な.く, メイ • chirp, cry, bark, sound, ring, echo, honk",
"③ 様 • さん, さま, ショウ, ヨウ • Esq., way, manner, situation, polite suffix",
"③ 緑 • みどり, ロク, リョク • green",
"③ 練 • ね.り, ね.る, レン • practice, gloss, train, drill, polish, refine",
"③ 横 • よこ, オウ • sideways, side, horizontal, width, woof",
"③ 確 • たし.かめる, たし.か, コウ, カク • assurance, firm, tight, hard, solid, confirm, clear, evident",
"③ 線 • すじ, セン • line, track",
"③ 選 • えら.ぶ, セン • elect, select, choose, prefer",
"③ 談 • ダン • discuss, talk",
"③ 調 • ととの.える, ととの.う, しら.べ, しら.べる, チョウ • tune, tone, meter, key (music), writing style, prepare, exorcise, investigate",
"③ 導 • みちび.く, ドウ • guidance, leading, conduct, usher",
"③ 箱 • はこ, ソウ • box, chest, case, bin, railway car",
"③ 橋 • はし, キョウ • bridge",
"③ 頭 • かぶり, -がしら, かしら, あたま, ト, ズ, トウ • head, counter for large animals",
"③ 薬 • くすり, ヤク • medicine, chemical, enamel, gunpowder, benefit",
③ 録 • ロク • record,
"③ 額 • ひたい, ガク • forehead, tablet, plaque, framed picture, sum, amount, volume",
"③ 観 • しめ.す, み.る, カン • outlook, look, appearance, condition, view",
"③ 顔 • かお, ガン • face, expression",
"③ 験 • ためし, ため.す, しるし, あかし, ゲン, ケン • verification, effect, testing",
③ 曜 • ヨウ • weekday,
"③ 類 • たぐ.い, ルイ • sort, kind, variety, class, genus",
"② 了 • リョウ • complete, finish",
"② 干 • ひ.る, -ぼ.し, ほ.し-, ほ.す, カン • dry, parch",
"② 久 • ひさ.しい, ク, キュウ • long time, old story",
"② 亡 • ほろ.ぼす, ほろ.ぶ, ほろ.びる, な.き-, な.い, モウ, ボウ • deceased, the late, dying, perish",
"② 与 • ともに, くみ.する, あずか.る, あた.える, ヨ • bestow, participate in, give, award, impart, provide, cause, gift, godsend",
"② 介 • カイ • jammed in, shellfish, mediate, concern oneself with",
"② 互 • かたみ.に, たが.い, ゴ • mutually, reciprocally, together",
"② 支 • か.う, つか.える, ささ.える, シ • branch, support, sustain",
"② 収 • おさ.まる, おさ.める, シュウ • income, obtain, reap, pay, supply, store",
"② 双 • ふたつ, ならぶ, たぐい, ふた, ソウ • pair, set, comparison, counter for pairs",
"② 比 • くら.べる, ヒ • compare, race, ratio, Philipines",
"② 匹 • ひき, ヒツ • equal, head, counter for small animals, roll of cloth",
"② 夫 • そ.れ, おっと, ブ, フウ, フ • husband, man",
"② 仏 • ほとけ, フツ, ブツ • Buddha, the dead, France",
"② 片 • かた, かた-, ヘン • one-sided, leaf, sheet",
"② 圧 • お.さえる, おさ.える, へ.す, お.す, オウ, エン, アツ • pressure, push, overwhelm, oppress, dominate",
"② 永 • なが.い, エイ • eternity, long, lengthy",
"② 可 • -べ.し, -べ.き, コク, カ • can, possible, mustn't, should not, do not",
"② 刊 • カン • publish, carve, engrave",
"② 甘 • うま.い, あま.やかす, あま.える, あま.い, カン • sweet, coax, pamper, be content, sugary",
"② 巨 • キョ • gigantic, big, large, great",
"② 込 • こ.める, -こ.み, こ.み, こ.む, -こ.む • crowded, mixture, in bulk, included, (kokuji)",
"② 冊 • ふみ, サク, サツ • tome, counter for books, volume",
"② 札 • ふだ, サツ • tag, paper money, counter for bonds, placard, bid",
"② 史 • シ • history, chronicle",
"② 示 • しめ.す, シ, ジ • show, indicate, point out, express, display",
"② 失 • う.せる, うしな.う, シツ • lose, error, fault, disadvantage, loss",
"② 処 • お.る, -こ, ところ, ショ • dispose, manage, deal with, sentence, condemn, act, behave, place",
"② 召 • め.す, ショウ • seduce, call, send for, wear, put on, ride in, buy, eat, drink, catch (cold)",
"② 占 • うらな.う, し.める, セン • fortune-telling, divining, forecasting, occupy, hold, have, get, take",
"② 庁 • やくしょ, テイ, チョウ • government office",
"② 必 • かなら.ず, ヒツ • invariably, certain, inevitable",
"② 付 • -づき, -づ.き, -つき, -つ.き, つ.き, -づ.く, つ.く, -づけ, -づ.け, -つ.け, つ.け-, つ.け, -づ.ける, -つ.ける, つ.ける, フ • adhere, attach, refer to, append",
"② 布 • ぬの, フ • linen, cloth",
"② 払 • -ばら.い, -はら.い, はら.う, ホツ, ヒツ, フツ • pay, clear out, prune, banish, dispose of",
"② 包 • くる.む, つつ.む, ホウ • wrap, pack up, cover, conceal",
"② 末 • すえ, バツ, マツ • end, close, tip, powder, posterity",
"② 未 • ひつじ, ま.だ, いま.だ, ビ, ミ • un-, not yet, hitherto, still, even now, sign of the ram, 1-3PM, eighth sign of Chinese zodiac",
"② 民 • たみ, ミン • people, nation, subjects",
"② 幼 • おさな.い, ヨウ • infancy, childhood",
"② 令 • レイ • orders, ancient laws, command, decree",
"② 衣 • -ぎ, きぬ, ころも, エ, イ • garment, clothes, dressing",
"② 印 • しる.す, -じるし, しるし, イン • stamp, seal, mark, imprint, symbol, emblem, trademark, evidence, souvenir, India",
"② 因 • ちな.む, よ.る, イン • cause, factor, be associated with, depend on, be limited to",
"② 宇 • ウ • eaves, roof, house, heaven",
"② 汚 • きたな.い, よご.れる, よご.す, けが.らわしい, けが.れる, けが.す, オ • dirty, pollute, disgrace, rape, defile",
"② 仮 • かり-, かり, ケ, カ • sham, temporary, interim, assumed (name), informal",
"② 灰 • はい, カイ • ashes, puckery juice, cremate",
"② 各 • おのおの, カク • each, every, either",
"② 汗 • あせ, カン • sweat, perspire",
"② 缶 • かま, カン • tin can, container",
"② 危 • あや.ぶむ, あや.うい, あぶ.ない, キ • dangerous, fear, uneasy",
"② 机 • つくえ, キ • desk, table",
"② 吸 • す.う, キュウ • suck, imbibe, inhale, sip",
"② 共 • -ども, とも.に, とも, キョウ • together, both, neither, all, and, alike, with",
"② 叫 • さけ.ぶ, キョウ • shout, exclaim, yell",
"② 件 • くだん, ケン • affair, case, matter, item",
"② 好 • い.い, よ.い, す.く, この.む, コウ • fond, pleasing, like something",
"② 再 • ふたた.び, サ, サイ • again, twice, second time",
"② 在 • あ.る, ザイ • exist, outskirts, suburbs, located in",
"② 舟 • -ぶね, ふな-, ふね, シュウ • boat, ship",
"② 成 • -な.す, な.す, な.る, ジョウ, セイ • turn into, become, get, grow, elapse, reach",
"② 争 • いか.でか, あらそ.う, ソウ • contend, dispute, argue",
"② 存 • ゾン, ソン • suppose, be aware of, believe, feel",
"② 宅 • タク • home, house, residence, our house, my husband",
"② 団 • まる.い, かたまり, トン, ダン • group, association",
"② 仲 • なか, チュウ • go-between, relationship",
"② 兆 • きざ.し, きざ.す, チョウ • portent, 10**12, trillion, sign, omen, symptoms",
"② 灯 • あかり, とも.す, ともしび, ほ-, ひ, トウ • lamp, a light, light, counter for lights",
"② 任 • まか.す, まか.せる, ニン • responsibility, duty, term, entrust to, appoint",
"② 肌 • はだ, キ • texture, skin, body, grain",
"② 忙 • うれえるさま, おそ.れる, せわ.しい, いそが.しい, モウ, ボウ • busy, occupied, restless",
"② 老 • ふ.ける, お.いる, ロウ • old man, old age, grow old",
"② 位 • ぐらい, くらい, イ • rank, grade, throne, crown, about, some",
"② 囲 • かこ.い, かこ.う, かこ.む, イ • surround, besiege, store, paling, enclosure, encircle, preserve, keep",
"② 改 • あらた.まる, あらた.める, カイ • reformation, change, modify, mend, renew, examine, inspect, search",
"② 完 • カン • perfect, completion, end",
"② 含 • ふく.める, ふく.む, ガン • include, bear in mind, understand, cherish",
"② 希 • まれ, ケ, キ • hope, beg, request, pray, beseech, Greece, dilute (acid), rare, few, phenomenal",
"② 技 • わざ, ギ • skill, art, craft, ability, feat, performance, vocation, arts",
"② 均 • なら.す, キン • level, average",
"② 芸 • わざ, のり, う.える, ウン, ゲイ • technique, art, craft, performance, acting, trick, stunt",
"② 迎 • むか.える, ゲイ • welcome, meet, greet",
"② 更 • ふ.かす, ふ.ける, さら.に, さら, コウ • grow late, night watch, sit up late, of course",
"② 告 • つ.げる, コク • revelation, tell, inform, announce",
"② 困 • こま.る, コン • quandary, become distressed, annoyed",
"② 材 • ザイ • lumber, log, timber, wood, talent",
"② 伺 • うかが.う, シ • pay respects, visit, ask, inquire, question, implore",
"② 似 • ひ.る, に.る, ジ • becoming, resemble, counterfeit, imitate, suitable",
"② 児 • -っこ, -こ, こ, ゲイ, ニ, ジ • newborn babe, child, young of animals",
"② 初 • -ぞ.め, -そ.める, うい-, はつ-, はつ, はじ.めて, はじ.め, ショ • first time, beginning",
"② 床 • ゆか, とこ, ショウ • bed, counter for beds, floor, padding, tatami",
"② 状 • ジョウ • status quo, conditions, circumstances, form, appearance",
"② 伸 • の.す, の.べる, の.ばす, の.びる, シン • expand, stretch, extend, lengthen, increase",
"② 臣 • ジン, シン • retainer, subject",
"② 辛 • かのと, -づら.い, つら.い, から.い, シン • spicy, bitter, hot, acrid",
"② 吹 • ふ.く, スイ • blow, breathe, puff, emit, smoke",
