Words
⑤ 鶏肉 【けいにく】 • chicken meat
"⑤ いいえ • ① no, nay ② well, er, why"
④ コーヒー • coffee
"④ 落とす 【おとす】 • ① to drop, to lose, to let fall ② to clean off (dirt, makeup, paint, etc.), to remove (e.g. stains) ③ to download"
"④ 背 【せ】 • ① back, spine ② reverse, rear side ③ height ④ ridge (of a mountain)"
④ 味噌汁 【みそしる】 • miso soup
"④ 間違う 【まちがう】 • to make a mistake, to be incorrect, to be mistaken"
"③ 間もなく 【まもなく】 • ① soon, before long, in a short time ② (after verb) lacking time to ..., without time to ..."
"③ 夕食 【ゆうしょく】 • evening meal, dinner"
③ 野球 【やきゅう】 • baseball
③ 週末 【しゅうまつ】 • weekend
③ 寝室 【しんしつ】 • bedroom
③ 支払い 【しはらい】 • payment
"③ 忠告 【ちゅうこく】 • advice, warning"
"③ 貧乏 【びんぼう】 • poverty, destitute, poor"
③ 訪れる 【おとずれる】 • to visit
"③ 抑える 【おさえる】 • ① to pin something down, to hold something down, to hold something back, to stop, to restrain, to curb ② to seize, to grasp, to arrest ③ to gain control of something, to govern, to keep down (e.g. information), to suppress ④ to catch happening, to determine (important points), to find (proof), to understand"
"③ 俺 【おれ】 • (masc) I, me (rough or arrogant-sounding first-person pronoun, formerly also used by women)"
"③ 振る舞う 【ふるまう】 • ① to behave, to conduct oneself ② to entertain, to treat someone (to a drink), to make tea for someone (tea ceremony)"
"③ そのまま • without change, as it is (i.e. now)"
"③ すぐ • ① immediately, at once, directly ② soon, before long, shortly ③ easily, without difficulty ④ right (near), nearby, just (handy)"
"② 小学 【しょうがく】 • elementary school, primary school, grade school"
"② 人々 【ひとびと】 • each person, people, men, human, everybody"
"② 近づける 【ちかづける】 • to bring near, to put close, to let come near, to associate with"
"② とどまる • ① to stop, to halt ② to remain, to abide, to stay (in the one place) ③ to come to a halt ④ to be limited to"
"② 田んぼ 【たんぼ】 • paddy field, farm"
"② 売り上げ 【うりあげ】 • amount sold, proceeds"
"② 課する 【かする】 • to levy, to charge, to assess, to impose, to assign"
"② 呼びかける 【よびかける】 • to call out to, to accost, to address (crowd), to appeal"
② 当初 【とうしょ】 • at first
② 翌日 【よくじつ】 • next day
② 翌朝 【よくあさ】 • the next morning
"② 捕らえる 【とらえる】 • ① to seize, to capture, to arrest ② to grasp, to perceive, to treat (as)"
"② 日差し 【ひざし】 • sunlight, rays of the sun"
"② ひっくり返す 【ひっくりかえす】 • to turn over, to overturn, to knock over, to upset, to turn inside out"
"② 果たす 【はたす】 • to accomplish, to fulfill, to carry out, to achieve"
