Single Word Kanji
⑤ 週 • シュウ • week
⑤ 電 • デン • electricity
"④ 不 • ブ, フ • negative, non-, bad, ugly, clumsy"
"④ 服 • フク • clothing, admit, obey, discharge"
④ 界 • カイ • world
"④ 洋 • ヨウ • ocean, western style"
"④ 員 • イン • employee, member, number, the one in charge"
"④ 院 • イン • Inst., institution, temple, mansion, school"
④ 特 • トク • special
"④ 料 • リョウ • fee, materials"
"④ 族 • ゾク • tribe, family"
"④ 意 • イ • idea, mind, heart, taste, thought, desire, care, liking"
"④ 漢 • カン • Sino-, China"
④ 駅 • エキ • station
"④ 題 • ダイ • topic, subject"
"③ 才 • サイ • genius, years old, cubic shaku"
"③ 王 • -ノウ, オウ • king, rule, magnate"
"③ 央 • オウ • center, middle"
"③ 礼 • ライ, レイ • salute, bow, ceremony, thanks, remuneration"
"③ 式 • シキ • style, ceremony, rite, function, method, system, form, expression"
"③ 列 • レ, レツ • file, row, rank, tier, column"
"③ 貝 • かい, バイ • shellfish"
③ 季 • キ • seasons
"③ 協 • キョウ • co-, cooperation"
"③ 科 • カ • department, course, section"
"③ 昨 • サク • yesterday, previous"
③ 秒 • ビョウ • second (1/60 minute)
"③ 倍 • バイ • double, twice, times, fold"
"③ 章 • ショウ • badge, chapter, composition, poem, design"
"③ 堂 • ドウ • public chamber, hall"
"③ 番 • つが.い, バン • turn, number in a series"
"③ 貿 • ボウ • trade, exchange"
"③ 感 • カン • emotion, feeling, sensation"
"③ 禁 • キン • prohibition, ban, forbid"
"③ 農 • ノウ • agriculture, farmers"
"③ 福 • フク • blessing, fortune, luck, wealth"
"③ 製 • セイ • made in..., manufacture"
"③ 談 • ダン • discuss, talk"
③ 録 • ロク • record
③ 曜 • ヨウ • weekday
"② 了 • リョウ • complete, finish"
"② 介 • カイ • jammed in, shellfish, mediate, concern oneself with"
"② 刊 • カン • publish, carve, engrave"
"② 巨 • キョ • gigantic, big, large, great"
"② 史 • シ • history, chronicle"
"② 令 • レイ • orders, ancient laws, command, decree"
"② 宇 • ウ • eaves, roof, house, heaven"
"② 存 • ゾン, ソン • suppose, be aware of, believe, feel"
"② 宅 • タク • home, house, residence, our house, my husband"
"② 完 • カン • perfect, completion, end"
"② 材 • ザイ • lumber, log, timber, wood, talent"
"② 状 • ジョウ • status quo, conditions, circumstances, form, appearance"
"② 臣 • ジン, シン • retainer, subject"
"② 官 • カン • bureaucrat, the government"
② 券 • ケン • ticket
"② 制 • セイ • system, law, rule"
"② 毒 • ドク • poison, virus, venom, germ, harm, injury, spite"
"② 念 • ネン • wish, sense, idea, thought, feeling, desire, attention"
"② 版 • ハン • printing block, printing plate, edition, impression, label"
"② 府 • フ • borough, urban prefecture, govt office, representative body, storehouse"
"② 胃 • イ • stomach, paunch, crop, craw"
"② 軍 • グン • army, force, troops, war, battle"
"② 郊 • コウ • outskirts, suburbs, rural area"
② 査 • サ • investigate
"② 信 • シン • faith, truth, fidelity, trust"
"② 祖 • ソ • ancestor, pioneer, founder"
"② 段 • タン, ダン • grade, steps, stairs"
"② 約 • ヤク • promise, approximately, shrink"
"② 害 • ガイ • harm, injury"
"② 航 • コウ • navigate, sail, cruise, fly"
"② 純 • ジュン • genuine, purity, innocence, net (profit)"
"② 隻 • セキ • vessels, counter for ships, fish, birds, arrows, one of a pair"
"② 畜 • チク • livestock, domestic fowl and animals"
"② 般 • ハン • carrier, carry, all"
"② 域 • イキ • range, region, limits, stage, level"
"② 液 • エキ • fluid, liquid, juice, sap, secretion"
"② 菓 • カ • candy, cakes, fruit"
"② 規 • キ • standard, measure"
② 婚 • コン • marriage
"② 紹 • ショウ • introduce, inherit, help"
"② 販 • ハン • marketing, sell, trade"
"② 符 • フ • token, sign, mark, tally, charm"
"② 副 • フク • vice-, duplicate, copy"
"② 郵 • ユウ • mail, stagecoach stop"
"② 翌 • ヨク • the following, next"
"② 喫 • キツ • consume, eat, drink, smoke, receive (a blow)"
"② 景 • ケイ • scenery, view"
"② 詞 • シ • part of speech, words, poetry"
"② 順 • ジュン • obey, order, turn, right, docility, occasion"
"② 税 • ゼイ • tax, duty"
"② 塔 • トウ • pagoda, tower, steeple"
"② 晩 • バン • nightfall, night"
"② 幅 • はば, フク • hanging scroll, width"
"② 棒 • ボウ • rod, stick, cane, pole, club, line"
"② 資 • シ • assets, resources, capital, funds, data, be conducive to, contribute to"
"② 署 • ショ • signature, govt office, police station"
"② 演 • エン • performance, act, play, render, stage"
"② 察 • サツ • guess, presume, surmise, judge, understand"
"② 誌 • シ • document, records"
"② 層 • ソウ • stratum, social class, layer, story, floor"
"② 像 • ゾウ • statue, picture, image, figure, portrait"
"② 複 • フク • duplicate, double, compound, multiple"
"② 億 • オク • hundred million, 10**8"
"② 課 • カ • chapter, lesson, section, department, division, counter for chapters (of a book)"
"② 劇 • ゲキ • drama, play"
"② 駐 • チュウ • stop-over, reside in, resident"
"② 論 • ロン • argument, discourse"
"② 講 • コウ • lecture, club, association"
"② 績 • セキ • exploits, unreeling cocoons"
"② 療 • リョウ • heal, cure"
"② 簡 • カン • simplicity, brevity"
"② 議 • ギ • deliberation, consultation, debate, consideration"
"② 籍 • セキ • enroll, domiciliary register, membership"
"① 士 • シ • gentleman, samurai"
"① 勺 • シャク • ladle, one tenth of a go, dip"
"① 寸 • スン • measurement, foot/10"
"① 凶 • キョウ • villain, evil, bad luck, disaster"
"① 斤 • キン • axe, 1.32 lb, catty, counter for loaves of bread"
"① 冗 • ジョウ • superfluous, uselessness"
"① 屯 • トン • barracks, police station, camp"
"① 厄 • ヤク • unlucky, misfortune, bad luck, disaster"
"① 句 • ク • phrase, clause, sentence, passage, paragraph, counter for haiku"
"① 玄 • ゲン • mysterious, occultness"
"① 刑 • ケイ • punish, penalty, sentence, punishment"
"① 旬 • シュン, ジュン • decameron, 10day period, season (for specific products"
"① 迅 • ジン • swift, fast"
"① 吏 • リ • officer, an official"
"① 岐 • ギ, キ • branch off, fork in road, scene, arena, theater"
"① 汽 • キ • vapor, steam"
"① 吟 • ギン • versify, singing, recital"
"① 系 • ケイ • lineage, system"
"① 坑 • コウ • pit, hole"
"① 抗 • コウ • confront, resist, defy, oppose"
"① 佐 • サ • assistant, help"
"① 妥 • ダ • gentle, peace, depravity"
"① 呈 • テイ • display, offer, present, send, exhibit"
"① 廷 • テイ • courts, imperial court, government office"
① 尿 • ニョウ • urine
"① 伯 • ハク • chief, count, earl, uncle, Brazil"
"① 批 • ヒ • criticism, strike"
"① 芙 • フ • lotus, Mt Fuji"
"① 佳 • カ • excellent, beautiful, good, pleasing, skilled"
① 茄 • カ • eggplant
"① 拐 • カイ • kidnap, falsify"
"① 劾 • ガイ • censure, criminal investigation"
"① 昆 • コン • descendants, elder brother, insect"
"① 祉 • シ • welfare, happiness"
"① 肢 • シ • limb, arms & legs"
