Freq. Rank,Lexeme,Standard Orthography,Standard Reading
59421,ねとねと,,
59421,のめのめ,のめのめ,のめのめ
59421,ひょいひょい,ひょいひょい,ひょいひょい
59421,さやさや,さやさや,さやさや
59421,もっちり,,
59421,ぱちり,ぱちり,ぱちり
59421,もったり,,
59421,からんころん,,
59421,だっと,だっと,だっと
59421,にゃんにゃん,,
59421,もこもこ,,
59421,ランチャー,ランチャー,
59421,総別,総別,そうべつ
59421,ぷくぷく,ぷくぷく,ぷくぷく
63094,万々,バンバン,ばんばん
63094,ぶりぶり,ブリブリ,ぶりぶり
63094,ぎゃふん,ぎゃふん,ぎゃふん
63094,じわりじわり,じわりじわり,じわりじわり
63094,きちんきちん,きちんきちん,きちんきちん
63094,苟も,いやしくも,いやしくも
63094,びっちり,,
63094,もさっと,もさっと,もさっと
63094,ぎょろぎょろ,,
63094,ちょんと,ちょんと,ちょんと
63094,泣き泣き,泣き泣き,なきなき
63094,定めし,さだめし,さだめし
63094,ぶすりと,,
63094,本に,本に,ほんに
63094,ぽこっと,,
63094,がらり,がらり,がらり
63094,ぱっぱ,,
63094,どげん,どげん,どげん
63094,ばんと,バント,ばんと
63094,ぱしゃぱしゃ,,
63094,ちんたら,,
63094,ばしばし,,
63094,がぶりと,,
63094,ごんごん,,
63094,ぽっくり,ポックリ,ぽっくり
63094,じゅっ,,
63094,もちもち,,
63094,如何で,いかで,いかで
63094,ぺろっと,ぺろっと,ぺろっと
63094,追い追い,おいおい,おいおい
63094,まにまに,まにまに,まにまに
63094,はりはり,はりはり,はりはり
63094,どばっと,,
63094,やいのやいの,やいのやいの,やいのやいの
63094,ぐにゃりと,,
63094,ごほん,ご本,ごほん
63094,べちゃべちゃ,べちゃべちゃ,べちゃべちゃ
63094,べたっと,,
63094,がちっと,,
63094,ずるっと,,
63094,ぽろり,ポロリ,ぽろり
63094,かっかと,,
63094,だだっと,,
63094,つっと,つっと,つっと
63094,のたりのたり,のたりのたり,のたりのたり
63094,みしみし,ミシミシ,みしみし
63094,ぶらり,ぶらり,ぶらり
63094,うまうま,うまうま,うまうま
63094,でんでん,電電,でんでん
63094,ぐしゃり,ぐしゃり,ぐしゃり
63094,しらっと,しらっと,しらっと
63094,ふわっ,,
63094,ほっこり,ほっこり,ほっこり
63094,夜もすがら,夜もすがら,よもすがら
63094,ぴりり,,
63094,かあかあ,,
67760,べろんべろん,,
67760,ずきんずきん,,
67760,ばりっと,ばりっと,ばりっと
67760,くだくだ,くだくだ,くだくだ
67760,ごぼごぼ,,
67760,のんべんだらり,のんべんだらり,のんべんだらり
67760,ずぼっと,,
67760,つくねんと,,
67760,みっしり,みっしり,みっしり
67760,ちんと,ちんと,ちんと
67760,いとど,,
67760,ぱくっと,,
67760,ぺちゃぺちゃ,ぺちゃぺちゃ,ぺちゃぺちゃ
67760,ぱしっ,,
67760,漸々,漸々,ぜんぜん
67760,ごろっと,ごろっと,ごろっと
67760,むちむち,,
67760,すぽっと,スポット,すぽっと
67760,ずらずら,,
67760,けろけろ,,
67760,清々,清々,せいせい
67760,ざす,座主,ざす
67760,うらうら,うらうら,うらうら
67760,がしっと,,
67760,ばしゃばしゃ,,
67760,がたっと,がたっと,がたっと
67760,ざあっと,,
67760,しゅうしゅう,収集,しゅうしゅう
67760,どかっと,どかっと,どかっと
67760,にょろにょろ,にょろにょろ,にょろにょろ
67760,のらくら,のらくら,のらくら
67760,ぎっちり,ぎっちり,ぎっちり
67760,にたっと,,
67760,ぴしゃぴしゃ,ぴしゃぴしゃ,ぴしゃぴしゃ
67760,ぬらぬら,ヌラヌラ,ぬらぬら
67760,ぱく,パク,ぱく
67760,へどもど,,
67760,ふいっと,,
67760,ぷか,,
67760,重ね重ね,重ね重ね,かさねがさね
67760,がしがし,,
67760,くらっと,くらっと,くらっと
67760,じゃりじゃり,じゃりじゃり,じゃりじゃり
67760,たらり,たらり,たらり
67760,ふるふる,,
67760,むかっと,むかっと,むかっと
67760,むしむし,むしむし,むしむし
67760,ひょこたん,,
67760,があがあ,,
67760,ちゃきちゃき,チャキチャキ,ちゃきちゃき
67760,うるうる,,
67760,クロイス,クロイス,
67760,ちょびっと,ちょびっと,ちょびっと
67760,とろり,とろり,とろり
67760,作麼生,,
73941,すきっと,スキット,すきっと
73941,なんのその,,
73941,ぷくっと,,
73941,えっちらおっちら,えっちらおっちら,えっちらおっちら
73941,かくんと,,
73941,かしゃかしゃ,,
73941,ぴしぴし,ぴしぴし,ぴしぴし
73941,しっぽり,,
73941,ぽたり,ポタリ,ぽたり
73941,じゃぶじゃぶ,じゃぶじゃぶ,じゃぶじゃぶ
73941,がっぷり,がっぷり,がっぷり
73941,がしゃがしゃ,,
73941,さっさ,,
73941,ぷるるん,,
73941,ぷらっと,プラット,ぷらっと
73941,ぷりっと,,
73941,ぽとりと,,
73941,丁と,打と,ちょうと
73941,ごくっと,ごくっと,ごくっと
73941,ざぶんと,,
73941,さんざっぱら,さんざっぱら,さんざっぱら
73941,チクタク,チクタク,ちくたく
73941,ちくっと,,
73941,ぶちぶち,,
73941,ぐしゃっと,,
73941,びゅうびゅう,びゅうびゅう,びゅうびゅう
73941,べろりと,,
73941,もしゃもしゃ,もしゃもしゃ,もしゃもしゃ
73941,密々,,
73941,喃々,＊,なんなん
73941,ぱかぱか,,
73941,もさもさ,,
73941,のほほん,のほほん,のほほん
73941,かつかつ,かつかつ,かつかつ
73941,うぉーん,,
73941,じわっ,,
73941,たまゆら,たまゆら,たまゆら
73941,もっさり,もっさり,もっさり
73941,どたっと,,
73941,ぬうっと,ぬうっと,ぬうっと
73941,しなしな,しなしな,しなしな
73941,ぽいぽい,,
73941,無慮,むりょ,むりょ
73941,からころ,からころ,からころ
82574,かたこと,片言,かたこと
82574,朝な朝な,朝な朝な,あさなあさな
82574,さささ,,
82574,あっぷあっぷ,あっぷあっぷ,あっぷあっぷ
82574,しかしか,,
82574,べたりと,,
82574,宜,宜,むべ
82574,がんと,ガント,がんと
82574,むきむき,ムキムキ,むきむき
82574,かちゃん,かちゃん,かちゃん
82574,がつん,,
82574,すっすっ,すっすっ,すっすっ
82574,たたと,,
82574,ちろっと,,
82574,つんけん,つんけん,つんけん
82574,どぼんと,,
82574,ぱぱっと,,
82574,ぴぴ,,
82574,ほうほう,方法,ほうほう
82574,ぼんと,,
82574,寄り寄り,寄り寄り,よりより
82574,ごにょごにょ,,
82574,びしばし,,
82574,ぶろろろ,,
82574,もうもう,濛々,もうもう
82574,きらり,キラリ,きらり
82574,ぐさっと,,
82574,くにゃくにゃ,,
82574,けばけば,,
82574,ざわり,,
82574,しかく,資格,しかく
82574,ぞろっと,,
82574,ばしゃんと,,
82574,はろばろ,はろばろ,はろばろ
82574,むさと,,
82574,今来,,
82574,殊の外,ことのほか,ことのほか
82574,ちらりちらり,ちらりちらり,ちらりちらり
82574,どさどさ,どさどさ,どさどさ
82574,にゃんと,,
82574,ぱちっと,,
82574,びらびら,びらびら,びらびら
82574,ぺろ,,
82574,欣然,欣然,きんぜん
82574,くさくさ,,
82574,ぐすぐす,ぐすぐす,ぐすぐす
82574,しゅるしゅる,,
82574,めりめり,メリメリ,めりめり
82574,ざわと,,
82574,うつうつ,うつうつ,うつうつ
82574,ごそっと,ごそっと,ごそっと
82574,べちゃくちゃ,,
82574,歩々,ほほ,ほほ
82574,くたっと,,
