Frequency ranking,Lexeme,Standard Orthography (in newspapers),Standard Reading (in Hiragana),Meaning
16743,滅ぶ,滅ぶ,ほろぶ,
16743,貸し出す,貸し出す,かしだす,
16743,建ち並ぶ,建ち並ぶ,たちならぶ,
16743,類する,類する,るいする,
16743,捨て去る,捨て去る,すてさる,
16743,減ずる,減ずる,げんずる,
16743,飛び掛かる,飛びかかる,とびかかる,
16867,粘る,粘る,ねばる,
16867,怠ける,怠ける,なまける,
16867,踏ん張る,踏ん張る,ふんばる,
16867,冷やかす,冷やかす,ひやかす,
16867,ふらつく,ふらつく,ふらつく,
16867,窶れる,やつれる,やつれる,
16867,立ち戻る,立ち戻る,たちもどる,
16867,申し付ける,申しつける,もうしつける,
16867,縋り付く,すがりつく,すがりつく,
16867,積み立てる,積み立てる,つみたてる,
16867,突き立てる,突き立てる,つきたてる,
16867,科する,科する,かする,
17004,挿す,挿す,さす,
17004,乗っかる,乗っかる,のっかる,
17004,蕩ける,とろける,とろける,
17004,平らげる,平らげる,たいらげる,
17004,怒鳴り付ける,怒鳴りつける,どなりつける,
17004,駆け回る,駆け回る,かけまわる,
17004,目論む,もくろむ,もくろむ,
17004,懸ける,懸ける,かける,
17004,押し遣る,押しやる,おしやる,
17004,乗り移る,乗り移る,のりうつる,
17004,ちぎれる,ちぎれる,ちぎれる,
17004,抜け出る,抜け出る,ぬけでる,
17004,窄める,すぼめる,すぼめる,
17004,目する,目する,もくする,
17004,譲り受ける,譲り受ける,ゆずりうける,
17004,抗する,抗する,こうする,
17004,掻き上げる,かき上げる,かきあげる,
17004,起つ,起つ,たつ,
17004,盛り付ける,盛りつける,もりつける,
17145,寝付く,寝つく,ねつく,
17145,ぼやける,ぼやける,ぼやける,
17145,捜し回る,探し回る,さがしまわる,
17145,萎む,しぼむ,しぼむ,
17145,押し切る,押し切る,おしきる,
17145,似通う,似通う,にかよう,
17145,叱り付ける,叱りつける,しかりつける,
17145,捲し立てる,まくしたてる,まくしたてる,
17145,駆け下りる,かけおりる,かけおりる,
17145,書き付ける,書きつける,かきつける,
17145,息衝く,息づく,いきづく,
17145,突き飛ばす,突き飛ばす,つきとばす,
17145,巻き起こす,巻き起こす,まきおこす,
17145,花開く,花開く,はなひらく,
17145,打ち立てる,打ち立てる,うちたてる,
17145,織り込む,織り込む,おりこむ,
17306,追い抜く,追い抜く,おいぬく,
17306,蔑む,さげすむ,さげすむ,
17306,乗り入れる,乗り入れる,のりいれる,
17306,忘れ去る,忘れ去る,わすれさる,
17306,這い上がる,はい上がる,はいあがる,
17306,仄めかす,ほのめかす,ほのめかす,
17306,立て掛ける,立てかける,たてかける,
17306,語り継ぐ,語り継ぐ,かたりつぐ,
17306,模する,模する,もする,
17306,呼び込む,呼び込む,よびこむ,
17306,咳き込む,せきこむ,せきこむ,
17306,屈み込む,かがみ込む,かがみこむ,
17306,資する,資する,しする,
17306,煮立つ,煮たつ,にたつ,
17493,送り返す,送り返す,おくりかえす,
17493,突っ張る,突っ張る,つっぱる,
17493,折り曲げる,折り曲げる,おりまげる,
17493,分け合う,分け合う,わけあう,
17493,憤る,憤る,いきどおる,
17493,見回る,見回る,みまわる,
17493,ぶつかり合う,ぶつかり合う,ぶつかりあう,
17493,利する,利する,りする,
17493,刷る,刷る,する,
17632,脱げる,脱げる,ぬげる,
17632,盗る,とる,とる,
17632,縮まる,縮まる,ちぢまる,
17632,切り替わる,切り替わる,きりかわる,
17632,噴く,噴く,ふく,
17632,捗る,はかどる,はかどる,
17632,抗う,あらがう,あらがう,
17632,伏す,伏す,ふす,
17632,舞い戻る,舞い戻る,まいもどる,
17632,零れ落ちる,こぼれ落ちる,こぼれおちる,
17632,竦む,すくむ,すくむ,
17632,長ずる,長ずる,ちょうずる,
17632,狭める,狭める,せばめる,
17632,溶く,溶く,とく,
17632,拝する,拝する,はいする,
17632,振りかぶる,振りかぶる,ふりかぶる,
17789,競る,競る,せる,
17789,漁る,あさる,あさる,
17789,強請る,ねだる,ねだる,
17789,安らぐ,安らぐ,やすらぐ,
17789,聞き入る,聞き入る,ききいる,
17789,蔓延る,はびこる,はびこる,
17789,訝る,いぶかる,いぶかる,
17789,兼ね備える,兼ね備える,かねそなえる,
17789,刳り抜く,くり抜く,くりぬく,
17789,嬲る,なぶる,なぶる,
17789,冠する,冠する,かんする,
17789,埋め立てる,埋め立てる,うめたてる,
17942,見越す,見越す,みこす,
17942,刷り込む,刷り込む,すりこむ,
17942,吹き抜ける,吹き抜ける,ふきぬける,
17942,着込む,着込む,きこむ,
17942,駆け上る,かけのぼる,かけのぼる,
17942,映える,映える,はえる,
18084,待ち合わせる,待ち合わせる,まちあわせる,
18084,持ち堪える,持ちこたえる,もちこたえる,
18084,寄せ合う,寄せ合う,よせあう,
18084,忍び寄る,忍び寄る,しのびよる,
18084,へばり付く,へばりつく,へばりつく,
18084,待ち望む,待ち望む,まちのぞむ,
18084,飛び起きる,飛び起きる,とびおきる,
18084,吹き荒れる,吹き荒れる,ふきあれる,
18084,育て上げる,育て上げる,そだてあげる,
18084,嘲笑う,あざ笑う,あざわらう,
18084,抱き寄せる,抱き寄せる,だきよせる,
18236,濯ぐ,ゆすぐ,ゆすぐ,
18236,食む,はむ,はむ,
18236,そぐう,そぐう,そぐう,
18236,言い当てる,言い当てる,いいあてる,
18236,戦く,おののく,おののく,
18236,悶える,もだえる,もだえる,
18236,浮腫む,むくむ,むくむ,
18236,落ち合う,落ち合う,おちあう,
18236,隔たる,隔たる,へだたる,
18424,磨る,する,する,
18424,務まる,務まる,つとまる,
18424,焦がす,焦がす,こがす,
18424,焼き付ける,焼き付ける,やきつける,
18424,禿げる,はげる,はげる,
18424,転ける,こける,こける,
18424,速める,速める,はやめる,
18424,打ち壊す,打ち壊す,うちこわす,
18424,投げ入れる,投げ入れる,なげいれる,
18424,煙る,煙る,けむる,
18424,選び出す,選び出す,えらびだす,
18424,討ち取る,討ち取る,うちとる,
18424,食わす,食わす,くわす,
18424,湧き出る,わき出る,わきでる,
18424,思す,思す,おぼす,
18424,まさぐる,まさぐる,まさぐる,
18424,切り分ける,切り分ける,きりわける,
18424,扮する,ふんする,ふんする,
18601,炙る,あぶる,あぶる,
18601,遣らす,やらす,やらす,
18601,抜け落ちる,抜け落ちる,ぬけおちる,
18601,孵す,かえす,かえす,
18601,着飾る,着飾る,きかざる,
18601,囚われる,とらわれる,とらわれる,
18601,踏み躙る,踏みにじる,ふみにじる,
18601,差し当たる,差し当たる,さしあたる,
18601,陰る,かげる,かげる,
18601,移ろう,移ろう,うつろう,
18601,吹き上げる,吹き上げる,ふきあげる,
18601,食い違う,食い違う,くいちがう,
18601,扱く,しごく,しごく,
18601,払い除ける,払いのける,はらいのける,
18601,帰する,帰する,きする,
18601,押し黙る,押し黙る,おしだまる,
18778,早まる,早まる,はやまる,
18778,薄らぐ,薄らぐ,うすらぐ,
18778,生き長らえる,生き永らえる,いきながらえる,
18778,引き入れる,引き入れる,ひきいれる,
18778,縁取る,縁取る,ふちどる,
18778,潤す,潤す,うるおす,
18778,帰り着く,帰り着く,かえりつく,
18778,撫で下ろす,なでおろす,なでおろす,
18778,戯ける,おどける,おどける,
18778,締め出す,締め出す,しめだす,
18778,関わり合う,かかわり合う,かかわりあう,
18778,勝ち誇る,勝ち誇る,かちほこる,
18951,吹き出る,吹き出る,ふきでる,
18951,ばらす,ばらす,ばらす,
18951,散らかる,散らかる,ちらかる,
18951,めげる,めげる,めげる,
18951,泣き止む,泣きやむ,なきやむ,
18951,言い寄る,言い寄る,いいよる,
18951,急かす,せかす,せかす,
18951,寝かす,寝かす,ねかす,
18951,身籠もる,身ごもる,みごもる,
18951,取り繕う,取り繕う,とりつくろう,
18951,転げ落ちる,転げ落ちる,ころげおちる,
18951,書き送る,書き送る,かきおくる,
18951,擦り下ろす,すりおろす,すりおろす,
19125,飛び出る,飛び出る,とびでる,
19125,寝転がる,寝転がる,ねころがる,
19125,騙る,かたる,かたる,
19125,逃げ回る,逃げ回る,にげまわる,
19125,跳ね返る,跳ね返る,はねかえる,
19125,溢れ出る,あふれでる,あふれでる,
19125,白む,白む,しらむ,
19125,吸い付く,吸いつく,すいつく,
19125,溢れ出す,あふれ出す,あふれだす,
19125,送り届ける,送り届ける,おくりとどける,
19125,凭れ掛かる,もたれかかる,もたれかかる,
19125,封じ込める,封じ込める,ふうじこめる,
19125,覆い被さる,覆いかぶさる,おおいかぶさる,
19125,分け入る,分け入る,わけいる,
19125,明け放つ,開け放つ,あけはなつ,
19125,紐解く,ひもとく,ひもとく,
19125,走り寄る,走り寄る,はしりよる,
19125,律する,律する,りっする,
19125,修める,修める,おさめる,
19125,書き表わす,書き表す,かきあらわす,
19294,潤う,潤う,うるおう,
19294,腫れ上がる,はれあがる,はれあがる,
19294,愚痴る,ぐちる,ぐちる,
19294,突き破る,突き破る,つきやぶる,
19294,話し込む,話し込む,はなしこむ,
19294,浮かれる,浮かれる,うかれる,
19294,売れ残る,売れ残る,うれのこる,
19294,括り付ける,くくり付ける,くくりつける,
19294,反る,反る,そる,
19294,慈しむ,慈しむ,いつくしむ,
19294,頼み込む,頼み込む,たのみこむ,
19294,銘ずる,銘ずる,めいずる,
19294,舞い込む,舞い込む,まいこむ,
19294,覆い隠す,覆い隠す,おおいかくす,
19294,明け放す,開け放す,あけはなす,
19294,辱しめる,辱める,はずかしめる,
19294,移り変わる,移り変わる,うつりかわる,
19294,揺られる,揺られる,ゆられる,
19294,振り向ける,振り向ける,ふりむける,
19497,吹き掛ける,吹きかける,ふきかける,
19497,切り刻む,切り刻む,きりきざむ,
19497,売り払う,売り払う,うりはらう,
19497,掃く,掃く,はく,
19497,見切る,見切る,みきる,
19497,打ち勝つ,打ち勝つ,うちかつ,
19497,打ち砕く,打ち砕く,うちくだく,
19497,湛える,たたえる,たたえる,
19497,溶け合う,溶け合う,とけあう,
19497,申し渡す,申し渡す,もうしわたす,
19497,睨み合う,にらみ合う,にらみあう,
19497,咲き乱れる,咲き乱れる,さきみだれる,
19497,嗜む,たしなむ,たしなむ,
19497,気付かす,気付かす,きづかす,
19497,侍る,はべる,はべる,
19497,弔う,弔う,とむらう,
19690,作り直す,作り直す,つくりなおす,
19690,送り付ける,送りつける,おくりつける,
19690,仕立て上げる,仕立て上げる,したてあげる,
19690,燃え尽きる,燃え尽きる,もえつきる,
19690,連れ戻す,連れ戻す,つれもどす,
19690,書き写す,書き写す,かきうつす,
19690,労う,ねぎらう,ねぎらう,
19690,見違える,見違える,みちがえる,
19690,癒える,いえる,いえる,
19690,ざわめく,ざわめく,ざわめく,
19690,手繰る,たぐる,たぐる,
19690,華やぐ,華やぐ,はなやぐ,
19690,踏み締める,踏みしめる,ふみしめる,
19690,切り付ける,切りつける,きりつける,
19690,懸かる,懸かる,かかる,
19690,読み替える,読み替える,よみかえる,
19690,象る,かたどる,かたどる,
19898,媚びる,こびる,こびる,
19898,尽かす,つかす,つかす,
19898,寝惚ける,寝ぼける,ねぼける,
19898,詰め寄る,詰め寄る,つめよる,
19898,薄汚れる,薄汚れる,うすよごれる,
19898,押し通す,押し通す,おしとおす,
19898,押し入る,押し入る,おしいる,
19898,言い添える,言い添える,いいそえる,
19898,忍ばせる,しのばせる,しのばせる,
19898,取り決める,取り決める,とりきめる,
19898,盗み出す,盗み出す,ぬすみだす,
19898,謗る,そしる,そしる,
19898,号する,号する,ごうする,
19898,立ち現われる,立ち現れる,たちあらわれる,
19898,嗄れる,しわがれる,しわがれる,
20120,冷え込む,冷え込む,ひえこむ,
20120,引ける,引ける,ひける,
20120,踏み止まる,踏みとどまる,ふみとどまる,
20120,連れ去る,連れ去る,つれさる,
20120,騒ぎ立てる,騒ぎ立てる,さわぎたてる,
20120,ごった返す,ごった返す,ごったがえす,
20120,奥まる,奥まる,おくまる,
