Freq. Rank,Lexeme,Standard Orthography,Standard Reading
76,又,また,また
103,然し,しかし,しかし
125,そして,そして,そして
222,更に,さらに,さらに
331,或いは,あるいは,あるいは
379,及び,及び,および
495,然も,しかも,しかも
599,即ち,すなわち,すなわち
707,但し,ただし,ただし
1136,扠,さて,さて
1176,且つ,かつ,かつ
1448,尤も,もっとも,もっとも
1874,若しくは,もしくは,もしくは
2420,乃至,ないし,ないし
11940,されば,されば,されば
12995,されど,されど,されど
15468,而して,而して,しこうして
20527,然りとて,さりとて,さりとて
25068,ばってん,ばってん,ばってん
